patch_id,month,t2m_c,tp_mm,ssrd_mj_m2,swvl1,valid,confidence,source_version
10000,1,6.796105957031273,54.5184297952801,110.81322,0.3805694580078125,True,1.0,m2_m3_auto_center_v1
10000,2,7.939599609375023,67.21232458949089,220.547656,0.3908233642578125,True,1.0,m2_m3_auto_center_v1
10000,3,9.163232421875023,58.948551188223064,350.46950799999996,0.3826751708984375,True,1.0,m2_m3_auto_center_v1
10000,4,9.861230468750023,41.550868190824986,539.1650999999999,0.3501739501953125,True,1.0,m2_m3_auto_center_v1
10000,5,12.105371093750023,29.39149341545999,682.323144,0.313934326171875,True,1.0,m2_m3_auto_center_v1
10000,6,15.131738281250023,91.38826746493578,670.34382,0.34088134765625,True,1.0,m2_m3_auto_center_v1
10000,7,17.857568359375023,32.67098276410252,771.785486,0.270416259765625,True,1.0,m2_m3_auto_center_v1
10000,8,17.762109375000023,59.776257490739226,592.8913679999999,0.298370361328125,True,1.0,m2_m3_auto_center_v1
10000,9,16.370996093750023,82.10148895159364,387.0342,0.30487060546875,True,1.0,m2_m3_auto_center_v1
10000,10,13.915429687500023,103.95000595599413,273.882241,0.3528289794921875,True,1.0,m2_m3_auto_center_v1
10000,11,10.102929687500023,76.98372239246964,159.08064,0.376556396484375,True,1.0,m2_m3_auto_center_v1
10000,12,9.422753906250023,108.82629617117345,77.020368,0.402679443359375,True,1.0,m2_m3_auto_center_v1
10001,1,6.354699707031273,86.36314258910716,112.38554,0.390655517578125,True,1.0,m2_m3_auto_center_v1
10001,2,8.095849609375023,74.64135810732841,224.306376,0.3919219970703125,True,1.0,m2_m3_auto_center_v1
10001,3,9.235498046875023,107.73546318523586,346.78367,0.3958740234375,True,1.0,m2_m3_auto_center_v1
10001,4,10.663964843750023,63.88964597135782,515.95086,0.36920166015625,True,1.0,m2_m3_auto_center_v1
10001,5,12.464746093750023,68.35949025116861,646.508968,0.352752685546875,True,1.0,m2_m3_auto_center_v1
10001,6,16.317285156250023,84.9686237052083,644.3619,0.3599090576171875,True,1.0,m2_m3_auto_center_v1
10001,7,18.953271484375023,40.63984064850956,756.056334,0.2668304443359375,True,1.0,m2_m3_auto_center_v1
10001,8,18.183984375000023,80.18620661459863,579.01428,0.32586669921875,True,1.0,m2_m3_auto_center_v1
10001,9,16.476464843750023,107.39471996203065,382.4355,0.3281097412109375,True,1.0,m2_m3_auto_center_v1
10001,10,13.716210937500023,79.4262858107686,268.243031,0.3494720458984375,True,1.0,m2_m3_auto_center_v1
10001,11,9.647851562500023,81.20060199871659,163.06716,0.367095947265625,True,1.0,m2_m3_auto_center_v1
10001,12,9.077050781250023,150.1977387815714,80.255528,0.40850830078125,True,1.0,m2_m3_auto_center_v1
10002,1,6.796105957031273,54.5184297952801,110.81322,0.3805694580078125,True,1.0,m2_m3_auto_center_v1
10002,2,7.939599609375023,67.21232458949089,220.547656,0.3908233642578125,True,1.0,m2_m3_auto_center_v1
10002,3,9.163232421875023,58.948551188223064,350.46950799999996,0.3826751708984375,True,1.0,m2_m3_auto_center_v1
10002,4,9.861230468750023,41.550868190824986,539.1650999999999,0.3501739501953125,True,1.0,m2_m3_auto_center_v1
10002,5,12.105371093750023,29.39149341545999,682.323144,0.313934326171875,True,1.0,m2_m3_auto_center_v1
10002,6,15.131738281250023,91.38826746493578,670.34382,0.34088134765625,True,1.0,m2_m3_auto_center_v1
10002,7,17.857568359375023,32.67098276410252,771.785486,0.270416259765625,True,1.0,m2_m3_auto_center_v1
10002,8,17.762109375000023,59.776257490739226,592.8913679999999,0.298370361328125,True,1.0,m2_m3_auto_center_v1
10002,9,16.370996093750023,82.10148895159364,387.0342,0.30487060546875,True,1.0,m2_m3_auto_center_v1
